Course,Area of Interest,History,Political Science,Sociology,Psychology,Economics,Philosophy,Geography,English,Hindi,Sanskrit,Fine Arts,PE,Logical Reasoning,Memory,Communication,Empathy,Creativity,Critical Thinking,Final Score,Career Options
BA Public Administration,Public Policy,64,98,93,48,46,47,53,73,50,53,60,47,82,57,82,52,51,74,69.62,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,64,86,90,50,54,49,54,72,53,56,52,49,80,40,94,55,51,65,66.51,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,71,94,83,43,41,51,46,79,48,48,47,53,80,60,91,41,52,63,68.29,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,77,98,95,53,47,51,48,65,57,41,47,53,85,49,87,56,51,76,68.89,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,78,91,95,44,55,45,50,76,53,45,50,51,92,43,86,41,45,65,68.51,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,79,87,87,47,47,40,41,71,54,43,42,53,87,52,98,44,52,79,65.02,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,75,81,86,45,44,43,41,69,44,57,49,54,88,50,100,56,60,68,68.33,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,65,90,96,43,54,40,59,60,48,51,43,52,86,47,92,50,48,75,66.64,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,70,91,93,58,51,57,60,76,42,40,58,43,95,51,100,60,52,76,69.53,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,72,99,84,57,54,51,56,74,41,45,56,55,96,59,88,44,40,65,69.09,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,76,98,80,40,52,53,45,65,40,53,42,49,98,58,98,43,59,78,67.89,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,61,83,85,46,55,46,57,79,58,48,59,49,92,57,95,56,52,71,68.87,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,60,87,100,57,41,55,51,68,42,60,43,41,87,49,95,50,57,73,67.0,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,74,96,100,57,45,53,42,66,54,60,55,55,87,46,85,41,52,71,69.42,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,68,81,96,44,50,58,46,61,55,51,54,40,92,45,92,57,42,60,67.33,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,72,84,92,44,58,60,57,80,49,47,54,60,99,43,81,45,42,66,68.16,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,65,95,81,56,52,40,45,64,52,57,51,46,94,42,95,40,55,71,68.53,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,67,91,94,41,56,46,52,60,45,52,50,49,95,59,96,56,43,64,68.2,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,79,89,93,40,50,57,55,77,47,49,49,44,89,57,100,45,42,67,67.78,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,64,81,81,46,56,49,51,61,49,59,40,43,92,51,90,49,54,64,67.2,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,64,81,88,45,57,53,58,73,47,56,42,49,96,50,87,40,52,80,66.29,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,66,93,84,50,56,44,59,62,44,54,58,55,87,52,95,42,40,68,66.89,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,76,81,88,58,52,44,48,72,40,54,43,43,99,49,85,51,59,75,66.04,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,73,80,89,54,46,43,53,75,53,42,56,60,93,57,82,58,42,71,66.89,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,69,88,80,52,42,58,50,75,45,42,58,45,87,52,91,49,42,63,64.36,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,72,83,90,58,50,51,50,65,51,48,49,42,82,59,95,42,49,70,66.56,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,65,99,90,60,51,55,57,72,42,54,60,53,97,53,84,60,53,67,70.89,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,74,98,99,45,58,47,45,79,54,42,49,54,95,56,98,50,55,64,68.44,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,73,97,87,44,46,55,53,64,48,43,43,55,96,54,83,45,55,63,66.07,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,64,95,95,49,48,43,53,63,51,49,43,57,92,52,93,57,40,80,68.96,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,74,84,85,45,42,55,51,63,40,43,40,60,87,44,81,51,56,66,65.42,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,63,84,85,50,40,49,59,80,50,56,47,52,99,57,95,41,44,77,66.53,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,76,95,85,58,46,57,53,65,47,54,54,54,95,40,90,44,44,80,67.53,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,61,85,93,50,43,48,42,75,50,43,40,60,95,58,95,50,47,60,68.67,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,68,91,87,56,49,46,58,65,60,58,57,54,81,53,100,49,55,66,68.64,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,69,94,87,52,51,47,54,71,50,58,53,57,92,43,96,58,48,66,66.93,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,66,86,99,46,47,55,42,72,49,57,46,60,100,44,86,56,43,75,69.78,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,69,82,82,56,49,56,56,80,43,60,45,51,99,56,96,49,46,75,69.51,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,62,81,95,45,45,52,46,64,46,41,56,52,100,60,95,59,41,64,68.47,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,66,90,90,56,55,52,44,79,55,55,55,53,85,41,93,55,59,72,70.13,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,71,88,97,60,53,59,43,67,47,55,49,60,96,40,97,49,60,63,67.29,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,63,83,83,56,48,58,52,63,44,52,55,44,87,55,80,45,50,75,65.38,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,75,86,98,40,48,57,52,74,42,49,48,52,95,42,94,56,53,66,69.89,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,75,100,87,43,59,54,44,72,45,44,56,46,85,41,90,46,60,67,66.31,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA Public Administration,Public Policy,77,95,93,51,56,44,53,65,54,46,53,57,80,45,82,44,51,70,68.0,"Civil Services Officer, Policy Analyst, Urban Development Officer, Administrative Services Specialist, NGO / Social Development Officer"
BA International Relations,Diplomacy & IR,95,97,56,56,70,59,49,75,41,56,59,49,92,51,74,46,60,92,70.51,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,91,81,44,41,79,52,42,70,55,40,58,50,88,53,68,46,55,82,68.27,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,83,86,51,57,64,49,51,67,58,54,40,42,97,57,61,44,40,89,68.24,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,89,84,57,60,74,59,47,76,51,60,51,40,83,47,60,54,57,80,68.18,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,81,80,51,55,69,57,54,76,49,42,60,55,85,42,68,50,60,92,69.44,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,83,87,52,49,61,47,45,75,57,56,45,52,93,60,69,50,52,91,67.56,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,83,86,41,46,68,44,54,77,43,58,59,46,87,56,72,60,50,80,65.53,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,96,84,45,46,80,54,58,75,52,44,42,42,98,53,75,56,43,92,67.84,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,98,84,41,54,61,50,52,69,42,44,42,45,92,49,78,47,57,82,67.51,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,87,89,41,51,65,41,60,62,56,46,60,44,80,47,71,53,55,89,67.56,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,100,94,49,60,66,42,41,65,60,48,49,43,82,48,76,53,49,92,67.84,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,80,98,58,45,72,58,52,80,43,41,54,51,86,59,77,52,56,83,69.49,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,99,92,42,57,73,54,42,60,56,42,53,42,92,54,77,53,60,82,69.82,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,87,83,43,58,70,40,47,74,40,46,60,59,99,50,73,55,53,91,69.33,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,93,89,53,57,68,56,45,67,52,57,44,45,100,58,63,46,43,90,68.24,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,93,92,49,57,75,44,47,73,44,47,45,55,83,51,70,42,51,84,65.98,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,98,97,55,50,64,48,42,67,45,43,51,51,100,55,69,53,52,88,67.33,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,91,84,57,43,61,42,51,62,43,45,51,58,89,40,76,55,48,100,66.31,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,88,91,48,54,61,50,50,67,45,60,59,46,82,47,77,56,50,81,69.42,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,98,86,57,47,73,46,60,63,56,44,51,48,99,52,77,59,48,83,70.98,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,87,80,56,48,79,52,41,72,48,59,45,40,84,42,63,40,53,88,64.47,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,97,93,43,49,62,46,49,72,43,57,50,43,93,57,67,49,44,86,67.09,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,82,83,49,43,74,49,60,75,54,58,59,58,97,51,75,40,55,81,69.6,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,86,80,44,49,80,43,53,72,40,55,48,55,98,54,73,59,49,100,68.78,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,80,100,56,48,78,57,46,68,60,51,46,53,94,54,65,60,53,81,68.51,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
BA International Relations,Diplomacy & IR,92,85,44,44,60,48,45,79,46,48,44,53,84,47,66,52,52,87,65.82,"Diplomat / Foreign Service Officer, International Policy Analyst, Political Risk Analyst, NGO / International Development Specialist, Researcher in Global Studies"
